number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
97	0.50079	0.27545	0.51130	0.76390	0.51130	0.51335	-2.55902	3147	30	80	3
97	0.49989	0.36128	0.50611	0.76220	0.50611	0.50874	-2.40225	3156	21	81	2
97	0.50077	0.00200	0.56795	0.77752	0.56795	0.50497	-2.62531	3132	45	81	2
97	0.50116	0.06387	0.52619	0.75507	0.52619	0.50922	-2.20367	3159	18	81	2
97	0.50000	0.00200	0.54613	0.72245	0.54613	0.50973	-3.05539	3124	53	80	3
97	0.49969	0.00200	0.57126	0.75017	0.57126	0.50670	-2.75398	3143	34	81	2
97	0.50019	0.70060	0.49246	0.76217	0.49246	0.50733	-2.52391	3147	30	81	2
97	0.50091	0.00200	0.56478	0.76916	0.56478	0.50303	-2.08366	3158	19	82	1
97	0.49989	0.00200	0.53905	0.76380	0.53905	0.51241	-2.47520	3141	36	80	3
97	0.49946	0.06786	0.52299	0.75237	0.52299	0.50926	-2.63734	3121	56	80	3
97	0.49983	0.25150	0.51172	0.78133	0.51172	0.51906	-2.26679	3145	32	79	4
97	0.50058	0.00399	0.54932	0.76244	0.54932	0.51859	-2.44163	3142	35	79	4
97	0.49940	0.71257	0.49087	0.76039	0.49087	0.49874	-1.86774	3169	8	83	0
97	0.50071	0.00200	0.55921	0.75064	0.55921	0.51351	-2.34294	3148	29	80	3
97	0.50095	0.00399	0.54271	0.75478	0.54271	0.50827	-2.49612	3153	24	81	2
97	0.50011	0.03393	0.52985	0.77555	0.52985	0.51005	-3.07226	3126	51	80	3
97	0.49956	0.00399	0.54560	0.78197	0.54560	0.50512	-2.57849	3133	44	81	2
97	0.50045	0.00798	0.53917	0.76046	0.53917	0.53308	-2.87687	3081	96	75	8
97	0.50035	0.01996	0.53413	0.77464	0.53413	0.50764	-2.51587	3149	28	81	2
97	0.50044	0.04192	0.52800	0.77226	0.52800	0.50591	-2.38451	3138	39	81	2
